"M0","form","effect","iteration","mode","sd","new_linearisation"
3.3,"ou","th.mu",199,-1.36708183932158,0.0417052602736286,-1.36773378463023
3.3,"ou","th.K",199,3.32730828038847,0.360452285914387,3.24657361423643
3.3,"ou","th.alpha",199,0.491821826210906,0.0127559951134394,0.491383858342761
3.3,"ou","th.c",199,-2.43255102884991,0.0856278239856747,-2.41075527732577
3.3,"ou","th.p",199,-0.731058541417675,0.0663882685172847,-0.719098827470819
3.3,"ou","th.mu",200,-1.37417797408065,0.042376036291323,-1.36773378463023
3.3,"ou","th.K",200,2.44854737127986,0.412839151723876,3.24657361423643
3.3,"ou","th.alpha",200,0.487054741900438,0.0126120786641553,0.491383858342761
3.3,"ou","th.c",200,-2.19531397748246,0.0900763994474141,-2.41075527732577
3.3,"ou","th.p",200,-0.600882380480705,0.0693670727356386,-0.719098827470819
3.3,"mse","th.mu",191,-1.36156659253695,0.0415291761283256,-1.36150668324206
3.3,"mse","th.K",191,3.0584917733804,0.460345292605677,3.03586786740876
3.3,"mse","th.alpha",191,0.493598085532507,0.0127579317301417,0.493517475160622
3.3,"mse","th.d",191,-2.41706481640595,0.129100184275549,-2.40965547374647
3.3,"mse","th.rho",191,1.25131844518503,0.66323096988357,1.27978520216953
3.3,"mse","th.gamma",191,-1.61697335574524,0.330180025119732,-1.63063183475294
3.3,"mse","th.mu",192,-1.36088529611419,0.0414726674619826,-1.36124205214279
3.3,"mse","th.K",192,2.80121008467501,0.479910844874469,2.93593379376592
3.3,"mse","th.alpha",192,0.492681375812398,0.0127372826906243,0.493161404235274
3.3,"mse","th.d",192,-2.33280491222881,0.135597203610089,-2.3769270059977
3.3,"mse","th.rho",192,1.57504572392173,0.605939167356152,1.40552825820993
3.3,"mse","th.gamma",192,-1.7722991706449,0.309875176323966,-1.69096392266785
3.3,"mse","th.mu",193,-1.36156659187719,0.0415291751164054,-1.36150668258517
3.3,"mse","th.K",193,3.05849178964053,0.460345291299969,3.03586786416643
3.3,"mse","th.alpha",193,0.493598085631482,0.0127579317502124,0.493517475245409
3.3,"mse","th.d",193,-2.41706481989584,0.12910018383746,-2.40965547133523
3.3,"mse","th.rho",193,1.25131844797031,0.663230976506963,1.27978522591767
3.3,"mse","th.gamma",193,-1.61697335830473,0.330180027266503,-1.63063184710419
3.3,"mse","th.mu",194,-1.3608852955677,0.041472667642083,-1.36124205151744
3.3,"mse","th.K",194,2.80121010824004,0.479910839777321,2.93593379609679
3.3,"mse","th.alpha",194,0.492681375540867,0.0127372826660355,0.493161404147495
3.3,"mse","th.d",194,-2.33280491639928,0.135597201808454,-2.37692700447574
3.3,"mse","th.rho",194,1.57504573103733,0.605939178079709,1.40552828222714
3.3,"mse","th.gamma",194,-1.77229917412201,0.309875180257495,-1.69096393476757
3.3,"mse","th.mu",195,-1.36156659169188,0.041529176148461,-1.36150668227598
3.3,"mse","th.K",195,3.05849175406635,0.460345289225603,3.03586781948445
3.3,"mse","th.alpha",195,0.493598085797907,0.0127579319258208,0.493517475307526
3.3,"mse","th.d",195,-2.41706481159109,0.129100182213056,-2.40965545900817
3.3,"mse","th.rho",195,1.25131845404507,0.66323098628628,1.27978525556883
3.3,"mse","th.gamma",195,-1.61697335971805,0.330180030679754,-1.63063186021308
3.3,"mse","th.mu",196,-1.36088529553429,0.0414726674767356,-1.36124205125234
3.3,"mse","th.K",196,2.80121022520856,0.479910834363323,2.93593379255403
3.3,"mse","th.alpha",196,0.492681376329968,0.0127372826924357,0.493161404420506
3.3,"mse","th.d",196,-2.3328049576063,0.135597200532908,-2.37692700587453
3.3,"mse","th.rho",196,1.57504557099835,0.605939192963789,1.40552826595241
3.3,"mse","th.gamma",196,-1.7722990946623,0.309875186023401,-1.69096392517903
3.3,"mse","th.mu",197,-1.3615665910655,0.0415291751323413,-1.3615066817928
3.3,"mse","th.K",197,3.05849173041909,0.460345288978879,3.03586782843853
3.3,"mse","th.alpha",197,0.493598086020285,0.0127579316761575,0.493517475642188
3.3,"mse","th.d",197,-2.41706480461767,0.129100182934343,-2.40965546304177
3.3,"mse","th.rho",197,1.25131849305635,0.663230978369735,1.27978524802318
3.3,"mse","th.gamma",197,-1.6169733780399,0.330180027837512,-1.63063185594124
3.3,"mse","th.mu",198,-1.36088529476408,0.0414726676566581,-1.36124205060605
3.3,"mse","th.K",198,2.80121022979045,0.479910837953029,2.93593378421311
3.3,"mse","th.alpha",198,0.492681376160146,0.0127372827015531,0.493161404485334
3.3,"mse","th.d",198,-2.33280495943819,0.135597201388654,-2.37692700391617
3.3,"mse","th.rho",198,1.5750455467364,0.605939189177002,1.4055282707065
3.3,"mse","th.gamma",198,-1.77229908168454,0.309875184725397,-1.69096392651679
3.3,"mse","th.mu",199,-1.36156659026695,0.0415291765069672,-1.36150668085132
3.3,"mse","th.K",199,3.0584917985756,0.460345286979945,3.03586781788645
3.3,"mse","th.alpha",199,0.4935980855711,0.0127579315808747,0.49351747505776
3.3,"mse","th.d",199,-2.41706482182553,0.129100182671331,-2.4096554555592
3.3,"mse","th.rho",199,1.2513184331916,0.663230979066864,1.27978528135458
3.3,"mse","th.gamma",199,-1.61697334989888,0.330180027786547,-1.63063187223452
3.3,"mse","th.mu",200,-1.36088529511159,0.041472667674422,-1.36150668085132
3.3,"mse","th.K",200,2.80121025277969,0.479910831595116,3.03586781788645
3.3,"mse","th.alpha",200,0.49268137641559,0.0127372825915077,0.49351747505776
3.3,"mse","th.d",200,-2.33280496988968,0.135597199242153,-2.4096554555592
3.3,"mse","th.rho",200,1.57504550116082,0.605939202045587,1.27978528135458
3.3,"mse","th.gamma",200,-1.77229905750813,0.309875188902674,-1.63063187223452
3.3,"rate_state","th.mu",191,-1.25259931608444,0.0358349265214627,-1.25266668901306
3.3,"rate_state","th.K",191,0.661542067487553,0.574814929098893,0.712164372419977
3.3,"rate_state","th.alpha",191,0.519511623345626,0.013079425377905,0.51978460004791
3.3,"rate_state","th.B",191,1.16535554982801,0.346796400818981,1.19937078027874
3.3,"rate_state","th.ta",191,-2.37509865426326,0.264973587697427,-2.37033550261021
3.3,"rate_state","th.mu",192,-1.25788587539627,0.0362480547919558,-1.25761003904885
3.3,"rate_state","th.K",192,4.63379275857479,0.368131940020668,4.42653293481147
3.3,"rate_state","th.alpha",192,0.540931693694422,0.0137740919709229,0.539814060285363
3.3,"rate_state","th.B",192,3.83447796359096,0.247206319152639,3.69521136394604
3.3,"rate_state","th.ta",192,-2.00134104820986,0.215456185637367,-2.0208425710616
3.3,"rate_state","th.mu",193,-1.25259925706865,0.035834923418969,-1.25266665004204
3.3,"rate_state","th.K",193,0.66154107412208,0.57481490588733,0.712178678650217
3.3,"rate_state","th.alpha",193,0.519511638870396,0.013079425718326,0.519784698155678
3.3,"rate_state","th.B",193,1.16535239867183,0.346796750927963,1.19937796965196
3.3,"rate_state","th.ta",193,-2.37509887921592,0.264973660457765,-2.37033427639666
3.3,"rate_state","th.mu",194,-1.25788595980382,0.0362480614116516,-1.25761011895893
3.3,"rate_state","th.K",194,4.63379273923098,0.36813247182902,4.42653519270418
3.3,"rate_state","th.alpha",194,0.540931684838572,0.0137740908238058,0.539814065279731
3.3,"rate_state","th.B",194,3.83447641365117,0.247206580465946,3.69521129731818
3.3,"rate_state","th.ta",194,-2.0013415168471,0.215456283297672,-2.02084280709366
3.3,"rate_state","th.mu",195,-1.25259931623517,0.0358349257879822,-1.25266671196127
3.3,"rate_state","th.K",195,0.661541031250906,0.574814903090317,0.71218052541876
3.3,"rate_state","th.alpha",195,0.519511635545248,0.0130794254328086,0.519784704965291
3.3,"rate_state","th.B",195,1.16535249261123,0.346796749708273,1.19937931036784
3.3,"rate_state","th.ta",195,-2.37509827655114,0.264973567588207,-2.37033351012383
3.3,"rate_state","th.mu",196,-1.25788599492737,0.0362480624747362,-1.25761015605244
3.3,"rate_state","th.K",196,4.63379290302584,0.368132546168731,4.42653586155344
3.3,"rate_state","th.alpha",196,0.540931679270404,0.0137740905776329,0.539814062609564
3.3,"rate_state","th.B",196,3.83447649547202,0.24720661921858,3.69521172527304
3.3,"rate_state","th.ta",196,-2.00134107893645,0.215456311108469,-2.02084231267651
3.3,"rate_state","th.mu",197,-1.25259934407144,0.0358349273784553,-1.25266673143801
3.3,"rate_state","th.K",197,0.661540072008939,0.574814944265172,0.712173213374817
3.3,"rate_state","th.alpha",197,0.519511629648523,0.0130794252755592,0.519784664736913
3.3,"rate_state","th.B",197,1.16535298997794,0.346796639461161,1.19937552337243
3.3,"rate_state","th.ta",197,-2.37509832353492,0.264973626891559,-2.37033414963403
3.3,"rate_state","th.mu",198,-1.25788595827975,0.0362480591268747,-1.25761011966357
3.3,"rate_state","th.K",198,4.63379273618345,0.368132264954398,4.42653328278858
3.3,"rate_state","th.alpha",198,0.540931692125225,0.0137740912202929,0.539814061689142
3.3,"rate_state","th.B",198,3.83447745272712,0.247206494017895,3.69521106486329
3.3,"rate_state","th.ta",198,-2.00134079068495,0.215456255243912,-2.0208422648686
3.3,"rate_state","th.mu",199,-1.25259931050566,0.035834926180865,-1.25266671043071
3.3,"rate_state","th.K",199,0.661542197976237,0.574814853917166,0.712184740708218
3.3,"rate_state","th.alpha",199,0.51951164540963,0.0130794257282443,0.519784731310987
3.3,"rate_state","th.B",199,1.16535264949501,0.34679681725515,1.19938153828122
3.3,"rate_state","th.ta",199,-2.37509818015017,0.264973622133231,-2.37033311698706
3.3,"rate_state","th.mu",200,-1.25788601752555,0.0362480636918545,-1.25266671043071
3.3,"rate_state","th.K",200,4.63379289642291,0.368132703542891,0.712184740708218
3.3,"rate_state","th.alpha",200,0.540931673405675,0.0137740899826845,0.519784731310987
3.3,"rate_state","th.B",200,3.83447640481074,0.247206737597845,1.19938153828122
3.3,"rate_state","th.ta",200,-2.00134127599802,0.215456349077987,-2.37033311698706
