"M0","n_fit","b_hat","beta","model_a","model_b","lml_a","lml_b","delta_lml","preferred_model"
2.5,3339,0.793967003616361,1.82817658685618,"ou","mse",-12576.6619650336,-12580.1751203446,3.51315531096589,"ou"
2.5,3339,0.793967003616361,1.82817658685618,"ou","rate_state",-12576.6619650336,-12673.2734099659,96.6114449322813,"ou"
2.5,3339,0.793967003616361,1.82817658685618,"mse","rate_state",-12580.1751203446,-12673.2734099659,93.0982896213154,"mse"
3,1325,0.859173716737054,1.97832059245103,"ou","mse",-3752.68388582282,-3758.18459699559,5.50071117277275,"ou"
3,1325,0.859173716737054,1.97832059245103,"ou","rate_state",-3752.68388582282,-3837.11225930961,84.428373486795,"ou"
3,1325,0.859173716737054,1.97832059245103,"mse","rate_state",-3758.18459699559,-3837.11225930961,78.9276623140222,"mse"
3.3,775,1.0070257711008,2.31876252879754,"ou","mse",-1871.7350845988,-1877.83089422248,6.09580962367545,"ou"
3.3,775,1.0070257711008,2.31876252879754,"ou","rate_state",-1871.7350845988,-1894.06127884973,22.32619425093,"ou"
3.3,775,1.0070257711008,2.31876252879754,"mse","rate_state",-1877.83089422248,-1894.06127884973,16.2303846272546,"mse"
