"truth_kernel","rep","parameter_1","parameter_2","correlation"
"rate_state",67,"K","ta",0.134352314352314
"rate_state",67,"alpha","ta",0.0144840264840265
"rate_state",67,"1-B","ta",-0.576738864738865
"rate_state",68,"K","mu",-0.017016905016905
"rate_state",68,"alpha","mu",-0.0111964911964912
"rate_state",68,"1-B","mu",-0.0216185136185136
"rate_state",68,"alpha","K",-0.325772137772138
"rate_state",68,"1-B","K",-0.778350586350586
"rate_state",68,"1-B","alpha",0.011047499047499
"rate_state",68,"mu","ta",0.0421351141351141
"rate_state",68,"K","ta",0.151132543132543
"rate_state",68,"alpha","ta",-0.0225851145851146
"rate_state",68,"1-B","ta",-0.628810276810277
"rate_state",69,"K","mu",0.0119209559209559
"rate_state",69,"alpha","mu",0.013007545007545
"rate_state",69,"1-B","mu",0.00862912462912463
"rate_state",69,"alpha","K",-0.306422922422922
"rate_state",69,"1-B","K",-0.76790675990676
"rate_state",69,"1-B","alpha",-0.0641647241647242
"rate_state",69,"mu","ta",-0.0496952536952537
"rate_state",69,"K","ta",0.0744988224988225
"rate_state",69,"alpha","ta",0.0529067569067569
"rate_state",69,"1-B","ta",-0.562467862467863
"rate_state",70,"K","mu",0.0558410358410358
"rate_state",70,"alpha","mu",-0.0738786618786619
"rate_state",70,"1-B","mu",-0.0125206685206685
"rate_state",70,"alpha","K",-0.311122139122139
"rate_state",70,"1-B","K",-0.786996102996103
"rate_state",70,"1-B","alpha",-0.0118377718377718
"rate_state",70,"mu","ta",-0.0261389541389541
"rate_state",70,"K","ta",0.0984835584835585
"rate_state",70,"alpha","ta",-0.00221563421563422
"rate_state",70,"1-B","ta",-0.569474657474658
"rate_state",71,"K","mu",0.049960981960982
"rate_state",71,"alpha","mu",0.00892389292389292
"rate_state",71,"1-B","mu",-0.0468135108135108
"rate_state",71,"alpha","K",-0.224238764238764
"rate_state",71,"1-B","K",-0.82365247965248
"rate_state",71,"1-B","alpha",-0.0344134184134184
"rate_state",71,"mu","ta",0.019048423048423
"rate_state",71,"K","ta",0.134082086082086
"rate_state",71,"alpha","ta",-0.0643682923682924
"rate_state",71,"1-B","ta",-0.558240726240726
"rate_state",72,"K","mu",-0.00212101412101412
"rate_state",72,"alpha","mu",0.0151304551304551
"rate_state",72,"1-B","mu",-0.0148032388032388
"rate_state",72,"alpha","K",-0.312222132222132
"rate_state",72,"1-B","K",-0.792984120984121
"rate_state",72,"1-B","alpha",-0.0097999057999058
"rate_state",72,"mu","ta",-0.0301069261069261
"rate_state",72,"K","ta",0.143848727848728
"rate_state",72,"alpha","ta",-0.0437309957309957
"rate_state",72,"1-B","ta",-0.583314427314427
"rate_state",73,"K","mu",0.0531520011520012
"rate_state",73,"alpha","mu",0.00115342915342915
"rate_state",73,"1-B","mu",-0.0552740832740833
"rate_state",73,"alpha","K",-0.340614472614473
"rate_state",73,"1-B","K",-0.78238199038199
"rate_state",73,"1-B","alpha",-0.00332994332994333
"rate_state",73,"mu","ta",0.0418539778539779
"rate_state",73,"K","ta",0.124212748212748
"rate_state",73,"alpha","ta",-0.00864552864552865
"rate_state",73,"1-B","ta",-0.587110187110187
"rate_state",74,"K","mu",-0.00262433062433062
"rate_state",74,"alpha","mu",0.0310930270930271
"rate_state",74,"1-B","mu",-0.00614957414957415
"rate_state",74,"alpha","K",-0.277811401811402
"rate_state",74,"1-B","K",-0.799166887166887
"rate_state",74,"1-B","alpha",-0.031995595995596
"rate_state",74,"mu","ta",-0.00910439710439711
"rate_state",74,"K","ta",0.13953925953926
"rate_state",74,"alpha","ta",-0.00628471828471829
"rate_state",74,"1-B","ta",-0.588708444708445
"rate_state",75,"K","mu",0.0125072045072045
"rate_state",75,"alpha","mu",-0.0367257607257607
"rate_state",75,"1-B","mu",0.0334182574182574
"rate_state",75,"alpha","K",-0.241713385713386
"rate_state",75,"1-B","K",-0.775146679146679
"rate_state",75,"1-B","alpha",-0.0495679095679096
"rate_state",75,"mu","ta",-0.0141715581715582
"rate_state",75,"K","ta",0.0707976707976708
"rate_state",75,"alpha","ta",0.034990690990691
"rate_state",75,"1-B","ta",-0.589449193449194
"rate_state",76,"K","mu",-0.0196984276984277
"rate_state",76,"alpha","mu",0.0306065106065106
"rate_state",76,"1-B","mu",0.062013506013506
"rate_state",76,"alpha","K",-0.321886161886162
"rate_state",76,"1-B","K",-0.777277905277905
"rate_state",76,"1-B","alpha",-0.00964582564582565
"rate_state",76,"mu","ta",-0.0776637536637537
"rate_state",76,"K","ta",0.133322869322869
"rate_state",76,"alpha","ta",-0.0137412257412257
"rate_state",76,"1-B","ta",-0.604325128325128
"rate_state",77,"K","mu",0.0454103014103014
"rate_state",77,"alpha","mu",0.0228662988662989
"rate_state",77,"1-B","mu",-0.0561827481827482
"rate_state",77,"alpha","K",-0.278902058902059
"rate_state",77,"1-B","K",-0.811718431718432
"rate_state",77,"1-B","alpha",-0.00605029805029805
"rate_state",77,"mu","ta",0.0313002313002313
"rate_state",77,"K","ta",0.17820337020337
"rate_state",77,"alpha","ta",-0.0548688308688309
"rate_state",77,"1-B","ta",-0.598535182535183
"rate_state",78,"K","mu",0.0165326205326205
"rate_state",78,"alpha","mu",-0.00775811575811576
"rate_state",78,"1-B","mu",-0.0608480768480769
"rate_state",78,"alpha","K",-0.32753145953146
"rate_state",78,"1-B","K",-0.797020205020205
"rate_state",78,"1-B","alpha",0.00303885903885904
"rate_state",78,"mu","ta",0.0743190383190383
"rate_state",78,"K","ta",0.114948942948943
"rate_state",78,"alpha","ta",0.0163030843030843
"rate_state",78,"1-B","ta",-0.578533766533767
"rate_state",79,"K","mu",-0.00724695124695125
"rate_state",79,"alpha","mu",0.0571441891441891
"rate_state",79,"1-B","mu",-0.0269067629067629
"rate_state",79,"alpha","K",-0.303090591090591
"rate_state",79,"1-B","K",-0.805914241914242
"rate_state",79,"1-B","alpha",0.0122685962685963
"rate_state",79,"mu","ta",0.0146969906969907
"rate_state",79,"K","ta",0.128924204924205
"rate_state",79,"alpha","ta",-0.0298212538212538
"rate_state",79,"1-B","ta",-0.579054339054339
"rate_state",80,"K","mu",0.0468064428064428
"rate_state",80,"alpha","mu",-0.00218911418911419
"rate_state",80,"1-B","mu",-0.0722115722115722
"rate_state",80,"alpha","K",-0.308153072153072
"rate_state",80,"1-B","K",-0.780552804552805
"rate_state",80,"1-B","alpha",-0.0161549681549682
"rate_state",80,"mu","ta",0.0516314796314796
"rate_state",80,"K","ta",0.110613050613051
"rate_state",80,"alpha","ta",-0.010015834015834
"rate_state",80,"1-B","ta",-0.588234684234684
"rate_state",81,"K","mu",-0.0134723654723655
"rate_state",81,"alpha","mu",0.0177755577755578
"rate_state",81,"1-B","mu",0.0102159582159582
"rate_state",81,"alpha","K",-0.304930432930433
"rate_state",81,"1-B","K",-0.783917955917956
"rate_state",81,"1-B","alpha",-0.0277985437985438
"rate_state",81,"mu","ta",-0.013001473001473
"rate_state",81,"K","ta",0.070949566949567
"rate_state",81,"alpha","ta",0.0343204663204663
"rate_state",81,"1-B","ta",-0.552085416085416
"rate_state",82,"K","mu",-0.0464934224934225
"rate_state",82,"alpha","mu",0.0420624180624181
"rate_state",82,"1-B","mu",0.0593521673521674
"rate_state",82,"alpha","K",-0.300117636117636
"rate_state",82,"1-B","K",-0.775476403476404
"rate_state",82,"1-B","alpha",-0.0393372033372033
"rate_state",82,"mu","ta",-0.0504249384249384
"rate_state",82,"K","ta",0.110130026130026
"rate_state",82,"alpha","ta",-0.037018993018993
"rate_state",82,"1-B","ta",-0.576736236736237
"rate_state",83,"K","mu",0.0203462003462004
"rate_state",83,"alpha","mu",0.00462840462840463
"rate_state",83,"1-B","mu",-0.0067946227946228
"rate_state",83,"alpha","K",-0.314993930993931
"rate_state",83,"1-B","K",-0.782215118215118
"rate_state",83,"1-B","alpha",0.00796207996207996
"rate_state",83,"mu","ta",-0.0165238485238485
"rate_state",83,"K","ta",0.0614062814062814
"rate_state",83,"alpha","ta",-0.0162570162570163
"rate_state",83,"1-B","ta",-0.551124983124983
"rate_state",84,"K","mu",0.0439351279351279
"rate_state",84,"alpha","mu",0.0175268335268335
"rate_state",84,"1-B","mu",-0.0703619503619504
"rate_state",84,"alpha","K",-0.286733482733483
"rate_state",84,"1-B","K",-0.79414241014241
"rate_state",84,"1-B","alpha",-0.0312819192819193
"rate_state",84,"mu","ta",0.0534142734142734
"rate_state",84,"K","ta",0.127234495234495
"rate_state",84,"alpha","ta",-0.00544082944082944
"rate_state",84,"1-B","ta",-0.582893226893227
"rate_state",85,"K","mu",0.00881153681153681
"rate_state",85,"alpha","mu",0.014996774996775
"rate_state",85,"1-B","mu",0.00477743277743278
"rate_state",85,"alpha","K",-0.309625365625366
"rate_state",85,"1-B","K",-0.777755313755314
"rate_state",85,"1-B","alpha",-0.0212928932928933
"rate_state",85,"mu","ta",-0.0238592518592519
"rate_state",85,"K","ta",0.114692526692527
"rate_state",85,"alpha","ta",-0.0281287481287481
"rate_state",85,"1-B","ta",-0.593284841284841
"rate_state",86,"K","mu",0.0365577845577846
"rate_state",86,"alpha","mu",0.017019041019041
"rate_state",86,"1-B","mu",-0.0325822885822886
"rate_state",86,"alpha","K",-0.309743313743314
"rate_state",86,"1-B","K",-0.803666147666148
"rate_state",86,"1-B","alpha",-0.00722593922593923
"rate_state",86,"mu","ta",-0.0223421623421623
"rate_state",86,"K","ta",0.134715590715591
"rate_state",86,"alpha","ta",-0.0102983982983983
"rate_state",86,"1-B","ta",-0.573542373542374
"rate_state",87,"K","mu",0.025037953037953
"rate_state",87,"alpha","mu",5.68680568680569e-05
"rate_state",87,"1-B","mu",-0.0463597543597544
"rate_state",87,"alpha","K",-0.349260541260541
"rate_state",87,"1-B","K",-0.779151191151191
"rate_state",87,"1-B","alpha",0.00505116505116505
"rate_state",87,"mu","ta",0.0545087345087345
"rate_state",87,"K","ta",0.142811362811363
"rate_state",87,"alpha","ta",0.0281546921546922
"rate_state",87,"1-B","ta",-0.620956832956833
"rate_state",88,"K","mu",0.00715883515883516
"rate_state",88,"alpha","mu",-0.0217586857586858
"rate_state",88,"1-B","mu",0.0052994572994573
"rate_state",88,"alpha","K",-0.314406326406326
"rate_state",88,"1-B","K",-0.786785406785407
"rate_state",88,"1-B","alpha",-0.00108360108360108
"rate_state",88,"mu","ta",-0.02396225996226
"rate_state",88,"K","ta",0.0854157854157854
"rate_state",88,"alpha","ta",-0.0153346473346473
"rate_state",88,"1-B","ta",-0.559557727557728
"rate_state",89,"K","mu",-0.0554350634350634
"rate_state",89,"alpha","mu",0.0192410352410352
"rate_state",89,"1-B","mu",0.0188941388941389
"rate_state",89,"alpha","K",-0.263540123540124
"rate_state",89,"1-B","K",-0.803478131478132
"rate_state",89,"1-B","alpha",-0.0358414318414318
"rate_state",89,"mu","ta",0.0413496293496294
"rate_state",89,"K","ta",0.0583733863733864
"rate_state",89,"alpha","ta",-0.0304593904593905
"rate_state",89,"1-B","ta",-0.513062673062673
"rate_state",90,"K","mu",-0.0293369213369213
"rate_state",90,"alpha","mu",-0.0066966066966067
"rate_state",90,"1-B","mu",0.0213549333549334
"rate_state",90,"alpha","K",-0.277027381027381
"rate_state",90,"1-B","K",-0.800709296709297
"rate_state",90,"1-B","alpha",-0.00523439323439324
"rate_state",90,"mu","ta",0.00778685578685579
"rate_state",90,"K","ta",0.143310035310035
"rate_state",90,"alpha","ta",-0.0263073503073503
"rate_state",90,"1-B","ta",-0.607275403275403
"rate_state",91,"K","mu",-0.0135610815610816
"rate_state",91,"alpha","mu",-0.0338783258783259
"rate_state",91,"1-B","mu",0.0234802674802675
"rate_state",91,"alpha","K",-0.329815505815506
"rate_state",91,"1-B","K",-0.789305061305061
"rate_state",91,"1-B","alpha",0.00678295878295878
"rate_state",91,"mu","ta",-0.0222907902907903
"rate_state",91,"K","ta",0.113743661743662
"rate_state",91,"alpha","ta",-0.0123280203280203
"rate_state",91,"1-B","ta",-0.581031437031437
"rate_state",92,"K","mu",0.0210984090984091
"rate_state",92,"alpha","mu",-0.049020757020757
"rate_state",92,"1-B","mu",0.00716176316176316
"rate_state",92,"alpha","K",-0.254675846675847
"rate_state",92,"1-B","K",-0.787605283605284
"rate_state",92,"1-B","alpha",-0.038988470988471
"rate_state",92,"mu","ta",0.00607649407649408
"rate_state",92,"K","ta",0.0992423072423073
"rate_state",92,"alpha","ta",0.00692658692658693
"rate_state",92,"1-B","ta",-0.575515307515308
"rate_state",93,"K","mu",0.0401507321507322
"rate_state",93,"alpha","mu",-0.023975999976
"rate_state",93,"1-B","mu",-0.0434064434064434
"rate_state",93,"alpha","K",-0.30945348945349
"rate_state",93,"1-B","K",-0.765763125763126
"rate_state",93,"1-B","alpha",-0.0176464616464617
"rate_state",93,"mu","ta",0.0208651528651529
"rate_state",93,"K","ta",0.136871512871513
"rate_state",93,"alpha","ta",-0.0111922071922072
"rate_state",93,"1-B","ta",-0.63344856944857
"rate_state",94,"K","mu",-0.0101104421104421
"rate_state",94,"alpha","mu",-0.0188640548640549
"rate_state",94,"1-B","mu",-0.0123215283215283
"rate_state",94,"alpha","K",-0.320233316233316
"rate_state",94,"1-B","K",-0.800624780624781
"rate_state",94,"1-B","alpha",0.00580594180594181
"rate_state",94,"mu","ta",0.0427042027042027
"rate_state",94,"K","ta",0.101084213084213
"rate_state",94,"alpha","ta",0.00273264273264273
"rate_state",94,"1-B","ta",-0.55347106947107
"rate_state",95,"K","mu",-0.0214349614349614
"rate_state",95,"alpha","mu",0.0316475836475837
"rate_state",95,"1-B","mu",0.0217026817026817
"rate_state",95,"alpha","K",-0.316038844038844
"rate_state",95,"1-B","K",-0.792646224646225
"rate_state",95,"1-B","alpha",-0.0116425916425916
"rate_state",95,"mu","ta",-0.0405147165147165
"rate_state",95,"K","ta",0.132504648504649
"rate_state",95,"alpha","ta",-0.0150590550590551
"rate_state",95,"1-B","ta",-0.588848280848281
"rate_state",96,"K","mu",0.0289237369237369
"rate_state",96,"alpha","mu",0.00957438957438957
"rate_state",96,"1-B","mu",-0.0368302808302808
"rate_state",96,"alpha","K",-0.366291654291654
"rate_state",96,"1-B","K",-0.772969396969397
"rate_state",96,"1-B","alpha",0.0226194106194106
"rate_state",96,"mu","ta",0.0142454902454902
"rate_state",96,"K","ta",0.0682503322503323
"rate_state",96,"alpha","ta",-0.0372253572253572
"rate_state",96,"1-B","ta",-0.545063981063981
"rate_state",97,"K","mu",-0.0229170469170469
"rate_state",97,"alpha","mu",-0.034996222996223
"rate_state",97,"1-B","mu",0.043039927039927
"rate_state",97,"alpha","K",-0.339270555270555
"rate_state",97,"1-B","K",-0.771174447174447
"rate_state",97,"1-B","alpha",0.00935382935382936
"rate_state",97,"mu","ta",-0.031961371961372
"rate_state",97,"K","ta",0.121222909222909
"rate_state",97,"alpha","ta",-0.0265930105930106
"rate_state",97,"1-B","ta",-0.608458604458605
"rate_state",98,"K","mu",-0.0166381246381246
"rate_state",98,"alpha","mu",-0.0152454032454032
"rate_state",98,"1-B","mu",0.0285919125919126
"rate_state",98,"alpha","K",-0.301941313941314
"rate_state",98,"1-B","K",-0.77375906975907
"rate_state",98,"1-B","alpha",-0.0166498606498607
"rate_state",98,"mu","ta",-0.0216112776112776
"rate_state",98,"K","ta",0.110633114633115
"rate_state",98,"alpha","ta",-0.0175495135495136
"rate_state",98,"1-B","ta",-0.602373638373638
"rate_state",99,"K","mu",0.00212587412587413
"rate_state",99,"alpha","mu",-0.0107538707538708
"rate_state",99,"1-B","mu",-0.00597895797895798
"rate_state",99,"alpha","K",-0.330897246897247
"rate_state",99,"1-B","K",-0.778466218466219
"rate_state",99,"1-B","alpha",-0.0337093177093177
"rate_state",99,"mu","ta",-0.00462734862734863
"rate_state",99,"K","ta",0.119425451425451
"rate_state",99,"alpha","ta",0.0581228141228141
"rate_state",99,"1-B","ta",-0.604416076416077
"rate_state",100,"K","mu",-0.007001023001023
"rate_state",100,"alpha","mu",-0.00604968604968605
"rate_state",100,"1-B","mu",0.0255035535035535
"rate_state",100,"alpha","K",-0.322718122718123
"rate_state",100,"1-B","K",-0.792996708996709
"rate_state",100,"1-B","alpha",-0.0155319155319155
"rate_state",100,"mu","ta",-0.0177645057645058
"rate_state",100,"K","ta",0.14845024045024
"rate_state",100,"alpha","ta",-0.00368481968481969
"rate_state",100,"1-B","ta",-0.602622482622483
