"truth_kernel","rep","parameter","truth","mean","q025","median","q975","error","squared_error","ci_width","covered"
"ou",82,"p",1.17,1.15496652825506,1.13645323745387,1.1547498788506,1.17459636518079,-0.0152501211493949,0.000232566195071223,0.038143127726918,TRUE
"ou",83,"mu",0.074,0.0820303156528134,0.0730904502465264,0.0819124956826669,0.0915846319079845,0.00791249568266686,6.26075879282217e-05,0.018494181661458,TRUE
"ou",83,"K",0.524180588111021,0.484514624076142,0.36801556111919,0.479997180218966,0.626030999190931,-0.0441834078920552,0.00195217353295572,0.258015438071741,TRUE
"ou",83,"alpha",1.89,1.91171049108936,1.87547523664948,1.91162052713488,1.94822992103294,0.0216205271348786,0.000467447193590022,0.0727546843834652,TRUE
"ou",83,"c",0.03,0.0326326112223196,0.0231333490915668,0.0322626340122658,0.0441779632479022,0.00226263401226582,5.11951267346212e-06,0.0210446141563354,TRUE
"ou",83,"p",1.17,1.19440259484484,1.16380856474816,1.19396691896571,1.22728280388182,0.0239669189657072,0.000574413204708777,0.0634742391336562,TRUE
"ou",84,"mu",0.074,0.0821032458270904,0.073162086758931,0.0819855023478874,0.0916584121994781,0.00798550234788742,6.37682477481155e-05,0.0184963254405471,TRUE
"ou",84,"K",0.524180588111021,0.390634339330987,0.334427915632,0.389414175201051,0.453435445644433,-0.13476641290997,0.0181619860486205,0.119007530012433,FALSE
"ou",84,"alpha",1.89,1.95480783789554,1.93098385326012,1.95476304814764,1.97873690963449,0.0647630481476356,0.00419425240537296,0.0477530563743713,FALSE
"ou",84,"c",0.03,0.0359002794540305,0.0298108741242811,0.0357727099517642,0.0426775040375812,0.00577270995176419,3.33241801871973e-05,0.0128666299133002,TRUE
"ou",84,"p",1.17,1.1895668758292,1.17240440830575,1.18942343996297,1.20743781379667,0.0194234399629658,0.000377270019994937,0.0350334054909225,FALSE
"ou",85,"mu",0.074,0.0859844081297524,0.0768262335036321,0.085866747911954,0.0957547511838688,0.011866747911954,0.000140819706005864,0.0189285176802367,FALSE
"ou",85,"K",0.524180588111021,0.467159647235771,0.389174993462173,0.465168789149407,0.555992616294964,-0.0590117989616143,0.00348239241668598,0.166817622832791,TRUE
"ou",85,"alpha",1.89,1.90552128874279,1.87895532481865,1.90546715066421,1.93222830801207,0.0154671506642101,0.000239232749669375,0.0532729831934264,TRUE
"ou",85,"c",0.03,0.0344076847399427,0.0275696072903695,0.0342368550629143,0.0421750930921569,0.00423685506291426,1.79509408241422e-05,0.0146054858017874,TRUE
"ou",85,"p",1.17,1.19741383165685,1.17687782570234,1.19722109966181,1.21891759786083,0.0272210996618059,0.000740988266797967,0.0420397721584922,FALSE
"ou",86,"mu",0.074,0.076731913070572,0.0680998453429446,0.0766140495179603,0.0859806158196895,0.00261404951796032,6.83325488234859e-06,0.0178807704767449,TRUE
"ou",86,"K",0.524180588111021,0.489187718495819,0.409009693202258,0.487181857727788,0.580285431294682,-0.0369987303832336,0.00136890604997121,0.171275738092424,TRUE
"ou",86,"alpha",1.89,1.90545406917353,1.88016701161288,1.90540403983923,1.93086683758743,0.0154040398392343,0.000237284443368718,0.050699825974549,TRUE
"ou",86,"c",0.03,0.0313795519054337,0.0251692207221096,0.0312240661566331,0.0384358498845322,0.00122406615663307,1.49833795581447e-06,0.0132666291624226,TRUE
"ou",86,"p",1.17,1.17907638919619,1.15924262927749,1.17887092143986,1.19995478146004,0.00887092143986035,7.8693247192174e-05,0.0407121521825573,TRUE
"ou",87,"mu",0.074,0.0667302015311997,0.058703771725964,0.0666120805847207,0.0753785419067545,-0.00738791941527932,5.45813532866611e-05,0.0166747701807904,TRUE
"ou",87,"K",0.524180588111021,0.515687463753599,0.455890698548981,0.514654721980656,0.580988156879406,-0.00952586613036488,9.07421255336328e-05,0.125097458330424,TRUE
"ou",87,"alpha",1.89,1.86247430752314,1.84379939381899,1.86244268223859,1.88121176035125,-0.0275573177614064,0.000759405762203122,0.0374123665322588,FALSE
"ou",87,"c",0.03,0.0351323570101758,0.0302290456659513,0.0350486698523233,0.0404811865775195,0.00504866985232333,2.54890672777585e-05,0.0102521409115682,FALSE
"ou",87,"p",1.17,1.18561758584908,1.17143826281311,1.18551564102745,1.20028801277238,0.0155156410274551,0.000240735116492847,0.0288497499592757,FALSE
"ou",88,"mu",0.074,0.0787882817697776,0.0700334256621693,0.0786703782816889,0.0881592278413934,0.00467037828168894,2.18124332940717e-05,0.0181258021792241,TRUE
"ou",88,"K",0.524180588111021,0.561263437780841,0.450634356188502,0.557860333456622,0.690584356138053,0.0336797453456011,0.00113432524654454,0.239949999949551,TRUE
"ou",88,"alpha",1.89,1.82772710606366,1.7949782136231,1.82764860488571,1.86071685189262,-0.0623513951142891,0.0038876964726982,0.0657386382695173,FALSE
"ou",88,"c",0.03,0.039611531558281,0.0301573772906681,0.0393245628225881,0.0506394579717489,0.0093245628225881,8.69474718323922e-05,0.0204820806810808,FALSE
"ou",88,"p",1.17,1.21591333510073,1.18895547472014,1.21562345712489,1.24435120649841,0.0456234571248937,0.00208149984002701,0.0553957317782774,FALSE
"ou",89,"mu",0.074,0.0673885536112395,0.0593210214236306,0.0672704539089944,0.076077616798317,-0.00672954609100558,4.52867905909685e-05,0.0167565953746864,TRUE
"ou",89,"K",0.524180588111021,0.539803707517862,0.454515160535073,0.537754186849443,0.636227923501961,0.0135735987384218,0.000184242582711686,0.181712762966888,TRUE
"ou",89,"alpha",1.89,1.89732269560044,1.87419257694113,1.89727913509832,1.9205552690854,0.00727913509832279,5.29858077796347e-05,0.0463626921442679,TRUE
"ou",89,"c",0.03,0.0274098199485531,0.0221699334944996,0.0272823848996289,0.0333421374869945,-0.00271761510037109,7.38543183376495e-06,0.0111722039924949,TRUE
"ou",89,"p",1.17,1.1593540115611,1.1423002449901,1.15917640991391,1.17731133787046,-0.0108235900860858,0.000117150102351615,0.0350110928803593,TRUE
"ou",90,"mu",0.074,0.0913885514410412,0.0819318703121313,0.091270892367687,0.101455517146667,0.017270892367687,0.000298283723176228,0.019523646834536,FALSE
"ou",90,"K",0.524180588111021,0.492902213945662,0.422161005788616,0.491370718916399,0.57191953336117,-0.0328098691946223,0.00107648751656822,0.149758527572555,TRUE
"ou",90,"alpha",1.89,1.91661210232058,1.89407910350026,1.91657055383347,1.93923985848085,0.0265705538334671,0.000705994331017172,0.0451607549805866,FALSE
"ou",90,"c",0.03,0.031134279840133,0.0257910012295331,0.0310197331587915,0.0370959622769774,0.00101973315879152,1.03985571513893e-06,0.0113049610474442,TRUE
"ou",90,"p",1.17,1.18174256324016,1.16516618954817,1.18160083779441,1.19902135798372,0.0116008377944137,0.000134579437532297,0.0338551684355559,TRUE
"ou",91,"mu",0.074,0.0633648999643495,0.0555507281071274,0.0632466332373785,0.0718031480077069,-0.0107533667626215,0.000115634896731453,0.0162524199005795,FALSE
"ou",91,"K",0.524180588111021,0.481762061007783,0.390104784966813,0.479053678682953,0.588271543018871,-0.0451269094280682,0.00203643795452907,0.198166758052058,TRUE
"ou",91,"alpha",1.89,1.91932315018029,1.8898973925969,1.91925958368945,1.94892564590019,0.0292595836894485,0.000856123237679839,0.059028253303296,TRUE
"ou",91,"c",0.03,0.0296956120466805,0.0228110265366528,0.0294888718511748,0.0377136774288116,-0.000511128148825205,2.61251984521481e-07,0.0149026508921589,TRUE
"ou",91,"p",1.17,1.15028404254604,1.12926252872727,1.14999322486155,1.17282823846497,-0.0200067751384481,0.000400271051440423,0.0435657097376949,TRUE
"ou",92,"mu",0.074,0.0789794430864178,0.0702168447754397,0.0788616329992857,0.0883575509951991,0.00486163299928573,2.36354754197439e-05,0.0181407062197594,TRUE
"ou",92,"K",0.524180588111021,0.441164687682879,0.363020118814807,0.439033899031369,0.530954592654728,-0.0851466890796518,0.0072499586612269,0.167934473839921,TRUE
"ou",92,"alpha",1.89,1.89925496984387,1.87073759856384,1.89919412906008,1.927939277211,0.0091941290600781,8.45320091733727e-05,0.0572016786471634,TRUE
"ou",92,"c",0.03,0.0346368835091287,0.0272795480901767,0.0344390419441706,0.0430740183126488,0.00443904194417063,1.97050933821062e-05,0.0157944702224721,TRUE
"ou",92,"p",1.17,1.17639177272034,1.15545161701915,1.17615830665793,1.19852888930823,0.00615830665792694,3.79247408930672e-05,0.0430772722890771,TRUE
"ou",93,"mu",0.074,0.0571368350810202,0.0497349889735984,0.0570184035556216,0.0651662910217793,-0.0169815964443784,0.000288374617799724,0.0154313020481809,FALSE
"ou",93,"K",0.524180588111021,0.570888088640559,0.441299580930316,0.566194069691806,0.726413099793957,0.0420134815807843,0.0017651326345389,0.285113518863641,TRUE
"ou",93,"alpha",1.89,1.88809111852429,1.85476959904008,1.88801220240419,1.9216522506404,-0.00198779759581313,3.95133928192048e-06,0.0668826516003262,TRUE
"ou",93,"c",0.03,0.0256801573951173,0.0185565186404989,0.0254137374898867,0.0342756171348098,-0.00458626251011328,2.10338038116706e-05,0.0157190984943109,TRUE
"ou",93,"p",1.17,1.15083549497114,1.12645346679126,1.15044458120425,1.17728831201495,-0.0195554187957516,0.000382414404277236,0.0508348452236922,TRUE
"ou",94,"mu",0.074,0.0785579227214285,0.0698192338786338,0.0784400911323437,0.0879123939526981,0.00444009113234371,1.97144092635173e-05,0.0180931600740643,TRUE
"ou",94,"K",0.524180588111021,0.466946636336542,0.394205311316368,0.465225440941649,0.549032561067951,-0.0589551471693723,0.00347570937776234,0.154827249751583,TRUE
"ou",94,"alpha",1.89,1.90279017332384,1.87795004489552,1.90274150036763,1.92775110273503,0.0127415003676341,0.00016234583161842,0.0498010578395089,TRUE
"ou",94,"c",0.03,0.0337038276109824,0.027402809949693,0.0335564274432372,0.0408042082491483,0.00355642744323716,1.26481761590104e-05,0.0134013982994553,TRUE
"ou",94,"p",1.17,1.1805114489794,1.16196642014129,1.18033335265697,1.19995347974332,0.0103333526569713,0.000106778177133336,0.0379870596020233,TRUE
"ou",95,"mu",0.074,0.0808652867294076,0.0719913347635264,0.0807474334316946,0.090354293840559,0.00674743343169465,4.55278579151506e-05,0.0183629590770327,TRUE
"ou",95,"K",0.524180588111021,0.672507073077497,0.537037062154467,0.668234965555295,0.831464572171,0.144054377444274,0.0207516636608573,0.294427510016533,FALSE
"ou",95,"alpha",1.89,1.8020026398245,1.76860323168544,1.80192066705641,1.83565857234504,-0.0880793329435869,0.00775796889178724,0.0670553406596037,FALSE
"ou",95,"c",0.03,0.03404498538242,0.0256988267293851,0.0337804460783318,0.0438443343394796,0.00378044607833177,1.42917725511741e-05,0.0181455076100945,TRUE
"ou",95,"p",1.17,1.21442454702014,1.1871539393276,1.21412489947969,1.24322876352376,0.0441248994796919,0.00194700675409291,0.0560748241961606,FALSE
"ou",96,"mu",0.074,0.0767918142117652,0.0681561662691552,0.0766739500015289,0.0860440783979439,0.00267395000152891,7.15000861067646e-06,0.0178879121287887,TRUE
"ou",96,"K",0.524180588111021,0.542215140318222,0.450687645220031,0.539849592150659,0.646640003173693,0.0156690040396379,0.000245517687594189,0.195952357953662,TRUE
"ou",96,"alpha",1.89,1.86462716139496,1.83879448716345,1.86457465511974,1.89059621492594,-0.0254253448802608,0.000646448162280205,0.0518017277624896,TRUE
"ou",96,"c",0.03,0.0299186202591248,0.0238070974065068,0.0297596036642293,0.0368968391254717,-0.000240396335770741,5.7790398251999e-08,0.013089741718965,TRUE
"ou",96,"p",1.17,1.1635788671201,1.14479836498272,1.16337103978932,1.18342404567019,-0.00662896021067771,4.39431134747483e-05,0.0386256806874707,TRUE
"ou",97,"mu",0.074,0.0644293277632866,0.0565487387607792,0.064311148115979,0.0729330792574918,-0.00968885188402097,9.38738508304966e-05,0.0163843404967126,FALSE
"ou",97,"K",0.524180588111021,0.496288268722117,0.431941942226047,0.495038520111042,0.567345946667632,-0.0291420679999791,0.000849260127315409,0.135404004441586,TRUE
"ou",97,"alpha",1.89,1.90439191436453,1.8849117842187,1.90435861291868,1.92393905962561,0.0143586129186801,0.000206169764948488,0.0390272754069112,TRUE
"ou",97,"c",0.03,0.028699143228297,0.0242210381623446,0.028611974260437,0.0336452673277667,-0.00138802573956303,1.9266154536895e-06,0.00942422916542211,TRUE
"ou",97,"p",1.17,1.1567366045638,1.14289455844714,1.15661619119963,1.17117697872711,-0.0133838088003746,0.000179126338004985,0.0282824202799683,TRUE
"ou",98,"mu",0.074,0.0969815317689494,0.0872316645676869,0.0968640350038061,0.1073389158951,0.0228640350038061,0.000522764096655269,0.0201072513274132,FALSE
"ou",98,"K",0.524180588111021,0.413418333928993,0.319238472615715,0.409992527975268,0.526529975253634,-0.114188060135754,0.0130389130775665,0.207291502637918,TRUE
"ou",98,"alpha",1.89,1.92510832121289,1.89024017429012,1.92502440087964,1.96023483869073,0.0350244008796405,0.00122670865697776,0.0699946644006049,FALSE
"ou",98,"c",0.03,0.0333051562508309,0.0240937580055559,0.0329682682555192,0.0443760935710071,0.0029682682555192,8.81061643672299e-06,0.0202823355654513,TRUE
"ou",98,"p",1.17,1.17296075222624,1.1456191419067,1.17255113746323,1.20246085457591,0.00255113746323166,6.50830235630405e-06,0.0568417126692022,TRUE
"ou",99,"mu",0.074,0.0730491963485365,0.0646330298505931,0.0729311795553823,0.0820842283639362,-0.00106882044461774,1.14237714283287e-06,0.017451198513343,TRUE
"ou",99,"K",0.524180588111021,0.504682844725697,0.402731635913759,0.501457338777962,0.624369658416496,-0.0227232493330595,0.000516346060252388,0.221638022502737,TRUE
"ou",99,"alpha",1.89,1.89290812088683,1.8612434495556,1.89283573281894,1.92478566504532,0.0028357328189399,8.04138062041281e-06,0.063542215489726,TRUE
"ou",99,"c",0.03,0.0336635083783013,0.0254359048190944,0.0334034126211038,0.0433197649775858,0.00340341262110377,1.15832174694884e-05,0.0178838601584914,TRUE
"ou",99,"p",1.17,1.18623519921261,1.16148290112422,1.18593273472555,1.21255296347732,0.0159327347255533,0.000253852035834853,0.0510700623530997,TRUE
"ou",100,"mu",0.074,0.0893472286057077,0.0799981632943112,0.0892294661442457,0.0993078437947792,0.0152294661442457,0.000231936639038727,0.019309680500468,FALSE
"ou",100,"K",0.524180588111021,0.443814005287598,0.355442810638536,0.44106391116826,0.547297136021042,-0.0831166769427618,0.00690838198600742,0.191854325382506,TRUE
"ou",100,"alpha",1.89,1.92409765983756,1.89241632213502,1.92402604236142,1.95598737842106,0.0340260423614214,0.00115777155878124,0.0635710562860392,FALSE
"ou",100,"c",0.03,0.03384634476221,0.0257561916137729,0.0335971748370291,0.0433038283969242,0.0035971748370291,1.29396668081553e-05,0.0175476367831513,TRUE
"ou",100,"p",1.17,1.18926492354827,1.16486366707788,1.18897751132639,1.21514824207145,0.0189775113263904,0.000360145936143274,0.0502845749935623,TRUE
"mse",1,"mu",0.074,0.0742551816788436,0.065769906023943,0.0741372771640883,0.0833582489545141,0.000137277164088317,1.88450197801308e-08,0.0175883429305711,TRUE
"mse",1,"K",0.524180588111021,0.393339559583262,0.323960034967424,0.391456670155973,0.473007459402873,-0.132723917955048,0.0176156383973384,0.149047424435449,FALSE
"mse",1,"alpha",1.89,1.91194249933694,1.88628469980368,1.91189140764774,1.93772972506325,0.0218914076477379,0.000479233728799437,0.0514450252595702,TRUE
"mse",1,"d",0.03,0.0431492243256491,0.0288043258234958,0.0425074212498631,0.0610558376301437,0.0125074212498631,0.000156435586321526,0.0322515118066479,TRUE
"mse",1,"rho",1.95928918754142,2.1905896264325,1.73889866249799,2.1759585422494,2.72280195413843,0.216669354707979,0.046945609269572,0.983903291640438,TRUE
"mse",1,"gamma",0.22,0.204319209127053,0.168284653141765,0.203755045065006,0.243335936103363,-0.0162449549349944,0.00026389856084,0.0750512829615974,TRUE
"mse",2,"mu",0.074,0.0747386376346176,0.066224521395702,0.0746207412959342,0.0838703175192939,0.000620741295934188,3.85319756478055e-07,0.0176457961235919,TRUE
"mse",2,"K",0.524180588111021,0.487305918745638,0.392827545886674,0.484453760508367,0.597438394247158,-0.0397268276026544,0.00157822083137102,0.204610848360484,TRUE
"mse",2,"alpha",1.89,1.90996198536994,1.88699605574494,1.9099190875835,1.93302762999266,0.0199190875835051,0.000396770050159348,0.0460315742477215,TRUE
"mse",2,"d",0.03,0.0230839185724402,0.014453127621571,0.0226118947966153,0.0343483098421607,-0.00738810520338474,5.45840984962806e-05,0.0198951822205897,TRUE
"mse",2,"rho",1.95928918754142,1.5239305959425,1.32250241509503,1.51993758764936,1.74682836669436,-0.439351599892065,0.193029828327717,0.424325951599329,FALSE
"mse",2,"gamma",0.22,0.276626982167506,0.24705944031147,0.276393489731943,0.3073374087571,0.0563934897319428,0.00318022568414674,0.0602779684456296,FALSE
"mse",3,"mu",0.074,0.0815375482144435,0.0726279374676516,0.0814197787608295,0.0910615125523908,0.00741977876082946,5.50531168596559e-05,0.0184335750847393,TRUE
"mse",3,"K",0.524180588111021,0.437285855575748,0.342802627306601,0.434055255165418,0.549583692986955,-0.0901253329456035,0.00812257563855589,0.206781065680354,TRUE
"mse",3,"alpha",1.89,1.92436668378069,1.89374908892248,1.92429897981357,1.95517707269039,0.0342989798135718,0.0011764200162518,0.0614279837679144,FALSE
"mse",3,"d",0.03,0.0311394651056381,0.0187382621410366,0.0304179594088699,0.0475698748972242,0.00041795940886994,1.7469006746291e-07,0.0288316127561876,TRUE
"mse",3,"rho",1.95928918754142,1.84285104711546,1.4778152078539,1.83155865060033,2.26992495220048,-0.127730536941095,0.0163150900672605,0.792109744346572,TRUE
"mse",3,"gamma",0.22,0.225844041219973,0.18824056522403,0.225317392727852,0.266206596070884,0.00531739272785228,2.82746654222163e-05,0.077966030846854,TRUE
"mse",4,"mu",0.074,0.0704740217027296,0.0622159100086992,0.0703560020709133,0.0793520094638134,-0.00364399792908668,1.3278720907188e-05,0.0171360994551142,TRUE
"mse",4,"K",0.524180588111021,0.495607987901281,0.377340338029094,0.491063120473289,0.639037468136526,-0.033117467637732,0.00109676666273623,0.261697130107433,TRUE
"mse",4,"alpha",1.89,1.8877781745639,1.85328981554846,1.88769458652491,1.92252540203212,-0.00230541347509061,5.31493129112937e-06,0.0692355864836638,TRUE
"mse",4,"d",0.03,0.0370367477425711,0.0205404297117612,0.0359341762209562,0.0597040274210194,0.0059341762209562,3.52144474213621e-05,0.0391635977092582,TRUE
"mse",4,"rho",1.95928918754142,2.18970779097046,1.61400179692505,2.16484564050216,2.90356004449013,0.205556452960741,0.0422534553538013,1.28955824756509,TRUE
"mse",4,"gamma",0.22,0.211859601972291,0.163199717966401,0.210869483691146,0.265840243586295,-0.00913051630885392,8.33663280662474e-05,0.102640525619894,TRUE
"mse",5,"mu",0.074,0.0768097556401487,0.0681725996842495,0.0766918792689528,0.0860635875775507,0.00269187926895281,7.24621399861793e-06,0.0178909878933012,TRUE
"mse",5,"K",0.524180588111021,0.507767367259829,0.397399097797215,0.50396734393528,0.639095411661382,-0.0202132441757417,0.000408575240108154,0.241696313864167,TRUE
"mse",5,"alpha",1.89,1.91739811113286,1.88728081489906,1.91733204219777,1.94770204094766,0.0273320421977696,0.00074704053070066,0.060421226048597,TRUE
"mse",5,"d",0.03,0.0283754238702114,0.01706299524432,0.0277114824960627,0.043396744922633,-0.00228851750393735,5.23731236582763e-06,0.026333749678313,TRUE
"mse",5,"rho",1.95928918754142,1.8711862643688,1.50067842979347,1.85972955783819,2.30463378748536,-0.09955962970323,0.00991211986664427,0.803955357691882,TRUE
"mse",5,"gamma",0.22,0.219768147582924,0.182707079984048,0.219234270769323,0.25963279455207,-0.000765729230677248,5.8634125471357e-07,0.0769257145680214,TRUE
"mse",6,"mu",0.074,0.0787405397436835,0.0699918281854817,0.078622726784731,0.0881048645970295,0.00462272678473101,2.13696029262695e-05,0.0181130364115478,TRUE
"mse",6,"K",0.524180588111021,0.58465698322778,0.503527593890889,0.582963032530362,0.674921957397586,0.0587824444193402,0.00345537577191282,0.171394363506697,TRUE
"mse",6,"alpha",1.89,1.86122157308321,1.84238630482206,1.86118952040053,1.88012080471894,-0.0288104795994715,0.000830043734751562,0.0377344998968725,FALSE
"mse",6,"d",0.03,0.0289478170385342,0.021381697147506,0.0286862742345367,0.0379550971052424,-0.00131372576546333,1.72587538684221e-06,0.0165733999577364,TRUE
"mse",6,"rho",1.95928918754142,1.95876532760043,1.70534905556154,1.95385467107207,2.23854893079091,-0.00543451646934656,2.9533969255599e-05,0.533199875229378,TRUE
"mse",6,"gamma",0.22,0.215370782485459,0.191861702464725,0.215148667800584,0.239996100246528,-0.00485133219941569,2.35354241090875e-05,0.0481343977818031,TRUE
"mse",7,"mu",0.074,0.0758023668240481,0.0672256576870277,0.0756845031719225,0.0849960597883097,0.00168450317192248,2.8375509362169e-06,0.017770402101282,TRUE
"mse",7,"K",0.524180588111021,0.451783650165656,0.372160402158852,0.449624723065041,0.543203110927941,-0.0745558650459802,0.00555857701275442,0.171042708769089,TRUE
"mse",7,"alpha",1.89,1.89344791111817,1.8685848993994,1.89339901188055,1.9184328680888,0.00339901188054603,1.15532817640931e-05,0.049847968689402,TRUE
"mse",7,"d",0.03,0.0369899784879494,0.0247729045437206,0.0364400642692976,0.052259838824857,0.00644006426929759,4.14744277926835e-05,0.0274869342811364,TRUE
"mse",7,"rho",1.95928918754142,1.99870015527623,1.63191080102318,1.98829415154098,2.42245796511836,0.0290049639995551,0.000841287936615487,0.79054716409518,TRUE
"mse",7,"gamma",0.22,0.212843581742294,0.17994983140281,0.212402795808965,0.248038075724656,-0.00759720419103546,5.77175115202868e-05,0.0680882443218454,TRUE
"mse",8,"mu",0.074,0.0798390667271276,0.071027083530265,0.0797212779200288,0.0892661277523374,0.00572127792002876,3.27330210382086e-05,0.0182390442220724,TRUE
"mse",8,"K",0.524180588111021,0.541866931221792,0.427703571944917,0.538075939272702,0.676912992501426,0.0138953511616805,0.000193080783906416,0.249209420556509,TRUE
"mse",8,"alpha",1.89,1.88295025981584,1.85350093456525,1.88288576458136,1.91258146238247,-0.00711423541864264,5.06123455918695e-05,0.0590805278172244,TRUE
"mse",8,"d",0.03,0.0283313134185775,0.0167348333897859,0.0276259200234657,0.0438710215075772,-0.00237407997653425,5.63625573498088e-06,0.0271361881177913,TRUE
"mse",8,"rho",1.95928918754142,1.88260944688222,1.54052793528118,1.87301175623441,2.27720951607548,-0.0862774313070163,0.00744379515293691,0.736681580794298,TRUE
"mse",8,"gamma",0.22,0.252326962450962,0.213130441641996,0.251849880231524,0.293990817246889,0.0318498802315237,0.0010144148707624,0.0808603756048934,TRUE
"mse",9,"mu",0.074,0.0665440020988672,0.0585299524216111,0.0664258965105667,0.075179952824808,-0.00757410348943334,5.73670436686463e-05,0.0166500004031969,TRUE
"mse",9,"K",0.524180588111021,0.401215543984828,0.335914690935056,0.399594407742455,0.475338451777197,-0.124586180368567,0.015521716338829,0.139423760842141,FALSE
"mse",9,"alpha",1.89,1.9302738394683,1.90326615107147,1.93021872085835,1.95742538607389,0.0402187208583462,0.00161754550748157,0.0541592350024218,FALSE
"mse",9,"d",0.03,0.0455563989127318,0.0317770912839932,0.0450105794621379,0.0623548318171743,0.0150105794621379,0.000225317495789157,0.0305777405331811,FALSE
"mse",9,"rho",1.95928918754142,2.44931963050779,1.92547841406137,2.43161946387208,3.07072393979794,0.472330276330658,0.223095889938596,1.14524552573657,TRUE
"mse",9,"gamma",0.22,0.182618829101016,0.148480610570513,0.182022219008102,0.219935562080884,-0.0379777809918983,0.00144231184906859,0.0714549515103715,FALSE
"mse",10,"mu",0.074,0.0705641171970605,0.0623011155264841,0.070446117466809,0.0794468508812523,-0.00355388253319101,1.26300810597202e-05,0.0171457353547683,TRUE
"mse",10,"K",0.524180588111021,0.499708674948626,0.410927594474061,0.497279713854747,0.601766629387757,-0.026900874256274,0.000723657035751863,0.190839034913697,TRUE
"mse",10,"alpha",1.89,1.90816528827934,1.88331252759195,1.90811666432215,1.93313849150376,0.0181166643221535,0.000328213526161591,0.0498259639118013,TRUE
"mse",10,"d",0.03,0.0282015941140164,0.0188514274266237,0.0277694340034311,0.0399530821784129,-0.00223056599656892,4.97542466504951e-06,0.0211016547517892,TRUE
"mse",10,"rho",1.95928918754142,1.7921563578629,1.51964671583177,1.78587603833953,2.09871714160919,-0.173413149201889,0.0300721203161166,0.579070425777421,TRUE
"mse",10,"gamma",0.22,0.231442056978614,0.202239850803806,0.231136427733903,0.262199744539885,0.0111364277339029,0.000124020022672441,0.0599598937360785,TRUE
"mse",11,"mu",0.074,0.0685706891514026,0.0604303693692138,0.0684526420861716,0.0773317822997541,-0.00554735791382836,3.07731798241142e-05,0.0169014129305404,TRUE
"mse",11,"K",0.524180588111021,0.453591728998133,0.3827443981407,0.451910518111378,0.533567891305096,-0.0722700699996437,0.0052229630177534,0.150823493164396,TRUE
"mse",11,"alpha",1.89,1.87751696426211,1.85351620186915,1.87747047945829,1.90163135167076,-0.0125295205417062,0.000156988885005038,0.0481151498016081,TRUE
"mse",11,"d",0.03,0.0471235152205833,0.0330580079854829,0.0465771071020767,0.0642096254128195,0.0165771071020767,0.000274800479873721,0.0311516174273366,FALSE
"mse",11,"rho",1.95928918754142,2.32506850990521,1.86606776869638,2.31092395504847,2.86176479354581,0.351634767507044,0.123647009719733,0.995697024849428,TRUE
"mse",11,"gamma",0.22,0.197463448265077,0.164041351679768,0.196954034079562,0.233573052553498,-0.0230459659204383,0.000531116545206005,0.0695317008737295,TRUE
"mse",12,"mu",0.074,0.074971039200279,0.066442294138375,0.0748531245676044,0.084117360016047,0.000853124567604446,7.27821527850273e-07,0.017675065877672,TRUE
"mse",12,"K",0.524180588111021,0.801350538635814,0.605942193269829,0.79364501130809,1.0394545867823,0.269464423197069,0.0726110753689289,0.433512393512476,FALSE
"mse",12,"alpha",1.89,1.82966954239349,1.79892944427846,1.82959892623558,1.86061824323052,-0.06040107376442,0.00364828971189491,0.061688798952062,FALSE
"mse",12,"d",0.03,0.0208770915989231,0.0113749263548945,0.0201920077960812,0.0342228339810412,-0.00980799220391877,9.61967110721314e-05,0.0228479076261467,TRUE
"mse",12,"rho",1.95928918754142,1.8502705436588,1.50357875728326,1.84020134168215,2.25214081157345,-0.119087845859272,0.0141819150314018,0.748562054290195,TRUE
"mse",12,"gamma",0.22,0.245238556232587,0.205452903574347,0.244722692901669,0.287708226802358,0.0247226929016689,0.00061121154431023,0.0822553232280105,TRUE
"mse",13,"mu",0.074,0.0754513150122378,0.0668950517392655,0.0753334361384306,0.0846247773776026,0.00133343613843058,1.77805193527266e-06,0.0177297256383371,TRUE
"mse",13,"K",0.524180588111021,0.529405914244692,0.445490610878511,0.527382277024702,0.624318160615282,0.00320168891368089,1.02508118999871e-05,0.178827549736771,TRUE
"mse",13,"alpha",1.89,1.90429145020394,1.88343805932851,1.90425447170074,1.92522414933673,0.0142544717007431,0.000203189963467286,0.0417860900082221,TRUE
"mse",13,"d",0.03,0.0262321462009809,0.0184617665024655,0.0259180753148427,0.0357415574181302,-0.00408192468515731,1.66621091352966e-05,0.0172797909156646,TRUE
"mse",13,"rho",1.95928918754142,1.83786290308236,1.58941824009306,1.83281853890661,2.11346843612511,-0.126470648634815,0.0159948249661108,0.524050196032047,TRUE
"mse",13,"gamma",0.22,0.225558200249552,0.199982101385828,0.225313429654457,0.252366426045744,0.00531342965445722,2.82325346928654e-05,0.0523843246599165,TRUE
"mse",14,"mu",0.074,0.0692709073155107,0.0610873660273906,0.0691528791545394,0.0780748424073876,-0.00484712084546057,2.34945804904984e-05,0.016987476379997,TRUE
"mse",14,"K",0.524180588111021,0.540312545961793,0.427774256377715,0.536624669310913,0.67315562788541,0.0124440811998918,0.000154855156909501,0.245381371507695,TRUE
"mse",14,"alpha",1.89,1.88977919506437,1.86403372393767,1.88972743106211,1.91565736831694,-0.000272568937889517,7.42938259022193e-08,0.0516236443792706,TRUE
