"truth_kernel","rep","parameter","truth","mean","q025","median","q975","error","squared_error","ci_width","covered"
"ou",31,"p",1.17,1.18061580915208,1.1601843170314,1.18040041196577,1.20214466696974,0.0104004119657677,0.000108168569057684,0.041960349938349,TRUE
"ou",32,"mu",0.074,0.0797451907522247,0.070938552364153,0.0796273986851476,0.0891669591448294,0.00562739868514757,3.16676159616006e-05,0.0182284067806764,TRUE
"ou",32,"K",0.524180588111021,0.525378944224303,0.446398551864671,0.52358118424876,0.61410032859724,-0.000599403862261316,3.59284990093783e-07,0.167701776732569,TRUE
"ou",32,"alpha",1.89,1.86876617236298,1.84668892154744,1.86872529946667,1.89093720198048,-0.0212747005333258,0.000452612882782693,0.04424828043304,TRUE
"ou",32,"c",0.03,0.0333805143143855,0.0273191842664467,0.0332430639521554,0.0401860858637298,0.00324306395215539,1.05174637977698e-05,0.0128669015972832,TRUE
"ou",32,"p",1.17,1.18096045393887,1.16309064231448,1.18079539714271,1.19965731781488,0.0107953971427124,0.000116540599468883,0.0365666755003979,TRUE
"ou",33,"mu",0.074,0.0720947040987513,0.063738385143618,0.0719767314958784,0.0810700135408945,-0.00202326850412157,4.09361543977035e-06,0.0173316283972765,TRUE
"ou",33,"K",0.524180588111021,0.512631509917301,0.456778779952451,0.511727278010037,0.573281133999595,-0.0124533101009838,0.000155084932471266,0.116502354047144,TRUE
"ou",33,"alpha",1.89,1.8882577118851,1.87136441301031,1.88823073422445,1.90519830062815,-0.00176926577555059,3.13030138453462e-06,0.0338338876178466,TRUE
"ou",33,"c",0.03,0.0314923575282662,0.0273803132935216,0.0314263605533884,0.0359542089755721,0.00142636055338838,2.0345044282624e-06,0.00857389568205049,TRUE
"ou",33,"p",1.17,1.17366591515079,1.16140018028021,1.17358194657415,1.18633247430371,0.00358194657414734,1.28303412600459e-05,0.0249322940234944,TRUE
"ou",34,"mu",0.074,0.0758267106997001,0.0672468482103883,0.0757088000698349,0.0850238045923757,0.0017088000698349,2.91999767866775e-06,0.0177769563819874,TRUE
"ou",34,"K",0.524180588111021,0.583834051804837,0.484627182165,0.581251172747266,0.697127940362543,0.0570705846362445,0.00325705163072274,0.212500758197543,TRUE
"ou",34,"alpha",1.89,1.87183780305348,1.84413654151174,1.8717791862322,1.89969847451171,-0.0182208137678039,0.000331998054360993,0.0555619329999701,TRUE
"ou",34,"c",0.03,0.0310771750984437,0.0247400449213415,0.0309130481011312,0.038308661021069,0.000913048101131176,8.33656834979246e-07,0.0135686160997274,TRUE
"ou",34,"p",1.17,1.1928294825393,1.17235779377061,1.19263163779101,1.21429842445837,0.0226316377910094,0.000512191029103445,0.0419406306877577,FALSE
