"truth_kernel","rep","n_fit","converged","hit_max","inla_failure","degenerate","min_sd","B","one_minus_B","ta","tau","fit_result"
"MSE truth",62,1667,FALSE,TRUE,FALSE,FALSE,0.0117463235222457,0.999925903172268,7.40968277321841e-05,219.793788131864,0.0162872292878337,"Non-converged"
"MSE truth",63,1512,FALSE,TRUE,FALSE,FALSE,0.00927358763521315,0.999810865234436,0.000189134765563925,56.4234088616816,0.0106736469650881,"Non-converged"
"MSE truth",64,3309,FALSE,TRUE,FALSE,FALSE,0.00839546291238761,0.999886377341107,0.000113622658893253,167.757900329728,0.019063264704636,"Non-converged"
"MSE truth",65,1908,FALSE,TRUE,FALSE,FALSE,0.0106079299776826,0.999972573558028,2.74264419720671e-05,237.673322050674,0.00651871236061753,"Non-converged"
"MSE truth",66,2822,FALSE,TRUE,FALSE,FALSE,0.00980321562247548,0.999992341685937,7.65831406268624e-06,289.561258384102,0.0022175680399246,"Non-converged"
"MSE truth",67,2419,FALSE,TRUE,FALSE,FALSE,0.0104876220381702,0.999934128861498,6.58711385024269e-05,397.392381514413,0.0261784130044139,"Non-converged"
"MSE truth",68,2273,FALSE,TRUE,FALSE,FALSE,0.011685887078964,0.999977347195637,2.2652804362866e-05,20.7667652220015,0.000470436126521109,"Non-converged"
"MSE truth",69,3969,FALSE,TRUE,FALSE,FALSE,0.010092242860099,0.999980895777619,1.9104222380717e-05,26.8483168236114,0.000512926014198856,"Non-converged"
"MSE truth",70,2359,FALSE,TRUE,FALSE,FALSE,0.0225080581272895,0.999829516378958,0.000170483621041884,10.0263134352347,0.00170961368127067,"Non-converged"
"MSE truth",71,3055,FALSE,TRUE,FALSE,FALSE,0.00719927777676416,0.999838437958433,0.000161562041566587,50.695925131123,0.00819186065702307,"Non-converged"
"MSE truth",72,1593,FALSE,TRUE,FALSE,FALSE,0.0100187178429478,0.999997063302786,2.93669721385115e-06,63.7447700899237,0.000187199638469318,"Non-converged"
"MSE truth",73,2659,FALSE,TRUE,FALSE,TRUE,6.04709436371959e-54,0.999999999961445,3.85553811099726e-11,174.673781973951,6.7346142341856e-09,"Degenerate"
"MSE truth",74,2079,FALSE,TRUE,FALSE,FALSE,0.00887297042871233,0.999940854836214,5.9145163786023e-05,112.707434224672,0.00666649394799708,"Non-converged"
"MSE truth",75,2728,FALSE,TRUE,FALSE,FALSE,0.00840159696898594,0.999931057567064,6.89424329356481e-05,69.9025535460469,0.00481958438375204,"Non-converged"
"MSE truth",76,2192,FALSE,TRUE,FALSE,FALSE,0.00849236820197482,0.999918820560727,8.11794392733267e-05,75.5000860281278,0.00612955224246538,"Non-converged"
"MSE truth",77,2563,FALSE,TRUE,FALSE,FALSE,0.00794967468428474,0.99992816012887,7.18398711300194e-05,106.781735665677,0.00767173726587859,"Non-converged"
