"truth_form","tv","B","one_minus_B","ta","B_prior_z","ta_prior_z"
"ou",0.12596158967922,0.999911390716796,8.86092832039775e-05,124.893701709484,1.83118531606409,-0.941708754706864
"mse",0.0657624956755446,0.996332148760412,0.00366785123958768,6.36020709698102,-1.8955253126152,-6.8965128546155
