"truth_kernel","fitted_kernel","rep","posterior_mean_tv","posterior_q025_tv","posterior_q10_tv","posterior_median_tv","posterior_q90_tv","posterior_q975_tv","posterior_iqr_tv"
"mse","ou",5,0.0640871488830854,0.0625908059791672,0.0626931713450721,0.0635873916478413,0.0660832070670964,0.0684926468270079,0.00165504483701653
"mse","ou",6,0.0698533224183741,0.0663257799908753,0.0674622695946739,0.0697098413133737,0.0723615638614817,0.0738526906517293,0.00254924654386053
"mse","ou",7,0.0668748155060423,0.0638522194827496,0.0645736692483674,0.0667417561888623,0.069506410061205,0.0709881895712892,0.00252033716571198
"mse","ou",8,0.079828683174408,0.0721242942372723,0.0744752744998259,0.079546094293691,0.0854451051079126,0.0889149313774049,0.00562535762866656
"mse","ou",9,0.0700481981197907,0.0657954700998857,0.067061758829118,0.0699133849639756,0.0732091994979294,0.0754510605784498,0.00330529951168493
"mse","ou",10,0.07038286611446,0.0662854279831788,0.0674145220235378,0.0702639176051473,0.0733467890295101,0.0752840915513177,0.00313589654244049
"mse","ou",11,0.0764433533253336,0.0708542191446751,0.0725295727642736,0.0765003926004939,0.0804319235928322,0.082305099370344,0.00421136985947447
"mse","ou",12,0.08654883899594,0.0734851088621092,0.0773149703998667,0.0859820419911051,0.0960810947569342,0.101460900587099,0.0102701312934814
"mse","ou",13,0.0690867168633277,0.0657543935265915,0.0666675948735119,0.068945088822458,0.0716714684630801,0.0736774647596396,0.00260160864399281
"mse","ou",14,0.0635452147820965,0.0625749060694592,0.0626557260056911,0.0632669273631075,0.0647289986272888,0.066221258963543,0.00106673312595329
"mse","ou",15,0.077801130888764,0.0702672918970059,0.0729384818088201,0.077746952129454,0.0827843383817834,0.0857909975441615,0.00539342515826194
"mse","ou",16,0.0680402268088465,0.0637383249707659,0.0647709498185341,0.0676974680125753,0.0718151650140553,0.0737056349517444,0.0035869555551508
"mse","ou",17,0.0683580328068377,0.062908286562629,0.0637565872610061,0.0671682323282139,0.0746975673302425,0.0813276937019865,0.00541614801823205
"mse","ou",18,0.0688090042688457,0.0653220707955216,0.0663610051769428,0.0686304002179712,0.0713015221604278,0.0730187003364247,0.00264292526157019
"mse","ou",19,0.0672637810068428,0.0640350177994341,0.0648966121339955,0.067152623370042,0.0697611052094896,0.0715526612103871,0.00265702864197269
"mse","ou",20,0.0732319945192171,0.0647464859288596,0.0666488851629279,0.0720582150576347,0.0813210787488532,0.0876331443773908,0.00736430627755326
"mse","ou",21,0.0676393431895689,0.0637847004938364,0.064681719539063,0.0672801072387471,0.0711101732750638,0.0738743337184258,0.00328920862769312
"mse","ou",22,0.0725571032348705,0.0659560872443796,0.0678210684645425,0.072050291398169,0.0780145840192008,0.0818334475505993,0.00539973502382901
"mse","ou",23,0.0809046917060014,0.0718731796867245,0.0747269370102112,0.0802646200118947,0.0881255878336102,0.0937139256282315,0.00662927405407511
"mse","ou",24,0.0700988325118361,0.065931430279206,0.0673372311779807,0.0699236366050139,0.0731579846410376,0.075199852966619,0.00293901484932098
"mse","ou",25,0.0727742255255318,0.0666183524185121,0.0685232304107478,0.0723498920866346,0.0775607207296693,0.0807936846990953,0.00473326453687783
"mse","ou",26,0.0782402104222668,0.0712151681560902,0.073327158221643,0.0780644033977377,0.0832819571531958,0.0855993566489111,0.00519218911096539
"mse","ou",27,0.0719941343614226,0.0657103911142194,0.0672885929004556,0.0714472953187895,0.0773739913014664,0.0809931633849832,0.00553599139869083
"mse","ou",28,0.0661491373345267,0.0628083305159193,0.0633005866053306,0.0655820880000573,0.0699637833354674,0.0725355766026844,0.00323195903810196
"mse","ou",29,0.0715668101900338,0.0677084402497391,0.0688952328987416,0.071454086763784,0.0744309861298137,0.076310391528359,0.0029522383725477
"mse","ou",30,0.0747757215560865,0.0692282212867515,0.0708928512976208,0.0744246190977646,0.0787800303603623,0.0819703668117434,0.00415176195169366
"mse","ou",31,0.0670644601573615,0.0631528070464192,0.0640151097459396,0.0667474838354401,0.0703735209390229,0.0728782772891719,0.00351759412078728
"mse","ou",32,0.0737995159509459,0.0689589868707154,0.0705613940618934,0.0735516852763999,0.0774452381348053,0.0795573680527446,0.00331033707231265
"mse","ou",33,0.0719989366185569,0.0673232278412559,0.0688816841926472,0.0719025336172235,0.0753554023170794,0.077470152427336,0.0035142022320056
"mse","ou",34,0.0681689413233945,0.0638459495438909,0.0648997913749512,0.0679333933756826,0.0717824578426194,0.0742087412998355,0.00356097435361832
"mse","ou",35,0.0763346303927752,0.0696485324391866,0.0716901846727722,0.0759755635690325,0.0815478347538662,0.0847012209306958,0.00491146771078307
"mse","ou",36,0.0736360456754624,0.0676485494974722,0.06931418255378,0.0734976670718675,0.0780094696591759,0.080749513555383,0.00474919069860853
"mse","ou",37,0.0664621301683022,0.0631710375782167,0.0637112983670872,0.0660147831218677,0.0697950626403994,0.0719140824929258,0.00313337193479449
"mse","ou",38,0.066210889959474,0.0635648253389635,0.0643276912625471,0.0660103352899163,0.0683304529441984,0.0699400251735312,0.00218415643627155
"mse","ou",39,0.0777495371958751,0.0723679826651619,0.0741855467935722,0.0774061276027762,0.0819593253370061,0.0841796976634745,0.00385030465014355
"mse","ou",40,0.0680627879720664,0.0640446329023677,0.0650807947639517,0.0677702356952883,0.0712825681040676,0.0738291005340999,0.00343738483408496
"mse","ou",41,0.0674691105958677,0.0638398949045168,0.0647920972742578,0.0671248721455897,0.0705021334460495,0.0727627166812858,0.00302566446525836
