"truth_kernel","fitted_kernel","rep","tv_wrong","tv_correct","delta_tv"
"rate_state","ou",7,0.107024095433314,0.0262229041859366,0.0808011912473775
"rate_state","ou",8,0.112000340947543,0.0252388691740629,0.0867614717734804
"rate_state","ou",9,0.112827628956784,0.0220960816024168,0.0907315473543675
"rate_state","ou",10,0.124982025573305,0.0148178572399102,0.110164168333395
"rate_state","ou",11,0.106545675839054,0.0318820938526727,0.0746635819863814
"rate_state","ou",12,0.122596137459705,0.00600601690767151,0.116590120552034
"rate_state","ou",13,0.10810622178713,0.00868156803844172,0.0994246537486879
"rate_state","ou",14,0.102701408312326,0.0145120959686079,0.0881893123437179
"rate_state","ou",15,0.120997581255092,0.0097176778347928,0.111279903420299
"rate_state","ou",16,0.137124166333809,0.0111650641445143,0.125959102189294
"rate_state","ou",17,0.1075865552064,0.0095852055263558,0.098001349680044
"rate_state","ou",18,0.127185377196764,0.0165704097292921,0.110614967467472
"rate_state","ou",19,0.110286711714256,0.00728233780485209,0.103004373909404
"rate_state","ou",20,0.109533280458508,0.00978972074078067,0.0997435597177278
"rate_state","ou",21,0.14056779317974,0.0253665982992917,0.115201194880448
"rate_state","ou",22,0.108143482061326,0.00788137130816967,0.100262110753157
"rate_state","ou",23,0.114998889472226,0.0268081760741601,0.0881907133980656
"rate_state","ou",24,0.109509504881919,0.0165697389975845,0.0929397658843343
"rate_state","ou",25,0.120590008744543,0.0169477108091479,0.103642297935395
"rate_state","ou",26,0.110461927292277,0.0219867768942338,0.0884751503980432
"rate_state","ou",27,0.111747679966191,0.0104944135478047,0.101253266418387
"rate_state","ou",28,0.101675627803701,0.00394506590152688,0.0977305619021739
"rate_state","ou",29,0.10550080257114,0.00797005889776186,0.0975307436733781
"rate_state","ou",30,0.113877373069325,0.020819676351128,0.093057696718197
"rate_state","ou",31,0.122341736280936,0.0165581462967415,0.105783589984195
"rate_state","ou",32,0.102447900260304,0.0236180239659755,0.0788298762943283
"rate_state","ou",33,0.120077323913869,0.00605510580013364,0.114022218113735
"rate_state","ou",34,0.106576630750019,0.0114129919803476,0.0951636387696716
"rate_state","ou",35,0.105994308821801,0.0164159032589633,0.089578405562838
"rate_state","ou",36,0.120606883940135,0.00431869432933061,0.116288189610804
"rate_state","ou",37,0.104987041296979,0.0280460447702828,0.0769409965266958
"rate_state","ou",38,0.108386356285246,0.00856303399043743,0.099823322294809
"rate_state","ou",39,0.112758541540652,0.0137961198565851,0.0989624216840669
"rate_state","ou",40,0.115557011321683,0.012064044416655,0.103492966905028
"rate_state","ou",41,0.112631888582471,0.00846354220823343,0.104168346374237
"rate_state","ou",42,0.103676521935414,0.00333325727783259,0.100343264657581
"rate_state","ou",43,0.107399485661805,0.00279957908795801,0.104599906573847
"rate_state","ou",44,0.126013877181468,0.0101849259686186,0.115828951212849
"rate_state","ou",45,0.112596901647269,0.0140120865589594,0.0985848150883092
"rate_state","ou",46,0.106118416884352,0.010610976227809,0.0955074406565427
"rate_state","ou",47,0.112474128081616,0.002726671997505,0.109747456084111
"rate_state","ou",48,0.102458406859631,0.00973740717044373,0.0927209996891868
"rate_state","ou",49,0.110501258123329,0.00412784411856818,0.106373414004761
"rate_state","ou",50,0.110350145985474,0.0197926031577839,0.0905575428276899
"rate_state","ou",51,0.101827929868002,0.0109484088558736,0.0908795210121284
"rate_state","ou",52,0.125490937210283,0.00963558034879753,0.115855356861486
"rate_state","ou",53,0.110379308918425,0.011407665385168,0.0989716435332571
"rate_state","ou",54,0.106338306385791,0.0200829170145913,0.0862553893712
"rate_state","ou",55,0.115043821461244,0.0127470746544694,0.102296746806775
"rate_state","ou",56,0.108415180993828,0.0373760714926695,0.0710391095011584
"rate_state","ou",57,0.102542863631081,0.0206820217819277,0.0818608418491529
"rate_state","ou",58,0.10902272972543,0.0090656350472737,0.0999570946781561
"rate_state","ou",59,0.115405025105524,0.0196603822859784,0.095744642819546
"rate_state","ou",60,0.10236317317302,0.0274308500772587,0.0749323230957611
"rate_state","ou",61,0.107835336918494,0.00856284755724742,0.0992724893612464
"rate_state","ou",62,0.148258917140123,0.0104642010502726,0.137794716089851
"rate_state","ou",63,0.106465896083609,0.00886452811965022,0.0976013679639585
"rate_state","ou",64,0.120644989978684,0.0043002442920086,0.116344745686675
"rate_state","ou",65,0.105042833058887,0.0020000383826044,0.103042794676283
"rate_state","ou",66,0.109320491848486,0.0175612078206554,0.0917592840278307
"rate_state","ou",67,0.107198780650945,0.00350320847081118,0.103695572180134
"rate_state","ou",68,0.123736976717915,0.0247252437148254,0.0990117330030896
"rate_state","ou",69,0.111113712094863,0.0123503378254036,0.0987633742694598
"rate_state","ou",70,0.101804813153222,0.0046962082714943,0.0971086048817278
"rate_state","ou",71,0.102279482176544,0.0102114936493694,0.0920679885271743
"rate_state","ou",72,0.109716411067011,0.00974293430765951,0.0999734767593517
"rate_state","ou",73,0.107774258456402,0.0156282879867362,0.0921459704696654
"rate_state","ou",74,0.105727739064002,0.011827214346716,0.0939005247172856
"rate_state","ou",75,0.10565762968014,0.0207674800957041,0.0848901495844355
"rate_state","ou",76,0.104050504284927,0.0297858799593115,0.0742646243256156
"rate_state","ou",77,0.12728976793707,0.034601034217773,0.0926887337192974
"rate_state","ou",78,0.14020086660174,0.00213044320805308,0.138070423393687
"rate_state","ou",79,0.10485779706103,0.0130319620420516,0.0918258350189788
"rate_state","ou",80,0.10542022031283,0.00954154667461069,0.0958786736382197
"rate_state","ou",81,0.101895484667052,0.00938822102494221,0.0925072636421093
"rate_state","ou",82,0.133450525071509,0.00896724696899061,0.124483278102518
"rate_state","ou",83,0.109380709488302,0.0237326671511475,0.0856480423371544
"rate_state","ou",84,0.117413914943354,0.0277751402887566,0.0896387746545969
"rate_state","ou",85,0.112867572006401,0.0061207733153677,0.106746798691033
"rate_state","ou",86,0.134450799649343,0.010389305015884,0.124061494633459
"rate_state","ou",87,0.105980120480047,0.0024284517704737,0.103551668709573
"rate_state","ou",88,0.112255414295306,0.0102273394187168,0.102028074876589
"rate_state","ou",89,0.129820576053572,0.0153394417519038,0.114481134301669
"rate_state","ou",90,0.104258392634991,0.0186917273750742,0.0855666652599166
"rate_state","ou",91,0.107933455102828,0.00601489261639079,0.101918562486438
"rate_state","ou",92,0.114466743731069,0.0262631843083186,0.0882035594227502
"rate_state","ou",93,0.102289144931686,0.0137642347161496,0.0885249102155363
"rate_state","ou",94,0.121431914050893,0.0258795505827113,0.0955523634681819
"rate_state","ou",95,0.110221790251368,0.00390843579774973,0.106313354453619
"rate_state","ou",96,0.112676550505246,0.0142280632313741,0.0984484872738723
"rate_state","ou",97,0.117355583939715,0.036117423496561,0.0812381604431537
"rate_state","ou",98,0.101485763286257,0.00476004971833235,0.0967257135679244
"rate_state","ou",99,0.108745564265989,0.0151765851935894,0.0935689790723994
"rate_state","ou",100,0.110054225625064,0.00719583775008024,0.102858387874984
