"truth_kernel","fitted_kernel","rep","tv_wrong","tv_correct","delta_tv"
"rate_state","mse",47,0.0482132759978136,0.002726671997505,0.0454866040003086
"rate_state","mse",48,0.0460460971404738,0.00973740717044373,0.03630868997003
"rate_state","mse",49,0.0461474210610236,0.00412784411856818,0.0420195769424554
"rate_state","mse",50,0.0492872615544055,0.0197926031577839,0.0294946583966216
"rate_state","mse",51,0.0445333119052002,0.0109484088558736,0.0335849030493266
"rate_state","mse",53,0.0462534859340926,0.011407665385168,0.0348458205489246
"rate_state","mse",54,0.0567663509611151,0.0200829170145913,0.0366834339465238
"rate_state","mse",55,0.0530728329405401,0.0127470746544694,0.0403257582860707
"rate_state","mse",56,0.0525770314051994,0.0373760714926695,0.0152009599125299
"rate_state","mse",57,0.0594872361859695,0.0206820217819277,0.0388052144040418
"rate_state","mse",58,0.0454069126846798,0.0090656350472737,0.0363412776374061
"rate_state","mse",59,0.0554344521651404,0.0196603822859784,0.035774069879162
"rate_state","mse",60,0.051625147616052,0.0274308500772587,0.0241942975387933
"rate_state","mse",61,0.0486615109239446,0.00856284755724742,0.0400986633666972
"rate_state","mse",62,0.0534129494247658,0.0104642010502726,0.0429487483744933
"rate_state","mse",63,0.0462345335189371,0.00886452811965022,0.0373700053992869
"rate_state","mse",65,0.0447096334790935,0.0020000383826044,0.0427095950964891
"rate_state","mse",66,0.0471757208967598,0.0175612078206554,0.0296145130761044
"rate_state","mse",68,0.0637989792186279,0.0247252437148254,0.0390737355038025
"rate_state","mse",69,0.0491148412856699,0.0123503378254036,0.0367645034602663
"rate_state","mse",70,0.0473565732580693,0.0046962082714943,0.042660364986575
"rate_state","mse",71,0.0469644285862054,0.0102114936493694,0.036752934936836
"rate_state","mse",73,0.0518221033113723,0.0156282879867362,0.0361938153246361
"rate_state","mse",74,0.0516102397945663,0.011827214346716,0.0397830254478503
"rate_state","mse",75,0.052891253105135,0.0207674800957041,0.032123773009431
"rate_state","mse",76,0.0518251316588527,0.0297858799593115,0.0220392516995412
"rate_state","mse",78,0.0513394528364026,0.00213044320805308,0.0492090096283496
"rate_state","mse",80,0.044839013585265,0.00954154667461069,0.0352974669106543
"rate_state","mse",81,0.0444873921912531,0.00938822102494221,0.0350991711663109
"rate_state","mse",82,0.0534518239349315,0.00896724696899061,0.0444845769659409
"rate_state","mse",84,0.0574342891841597,0.0277751402887566,0.0296591488954031
"rate_state","mse",87,0.0465367065892216,0.0024284517704737,0.0441082548187479
"rate_state","mse",88,0.0485835632209106,0.0102273394187168,0.0383562238021938
"rate_state","mse",89,0.0526247538973178,0.0153394417519038,0.037285312145414
"rate_state","mse",90,0.052163326303044,0.0186917273750742,0.0334715989279698
"rate_state","mse",92,0.0538693641576731,0.0262631843083186,0.0276061798493545
"rate_state","mse",93,0.0496635346045641,0.0137642347161496,0.0358992998884145
"rate_state","mse",94,0.0569507568120329,0.0258795505827113,0.0310712062293216
"rate_state","mse",97,0.0615571408122307,0.036117423496561,0.0254397173156697
"rate_state","mse",98,0.046921146245993,0.00476004971833235,0.0421610965276606
"rate_state","mse",99,0.0490390272687414,0.0151765851935894,0.033862442075152
"rate_state","ou",1,0.10865370444189,0.0115675740418884,0.0970861304000017
"rate_state","ou",2,0.107378952577367,0.0143126337730771,0.0930663188042904
"rate_state","ou",3,0.105747477844461,0.0189097207317072,0.0868377571127542
"rate_state","ou",4,0.113839919056797,0.027498569518521,0.0863413495382757
"rate_state","ou",5,0.108608902521014,0.0136411086102051,0.0949677939108094
"rate_state","ou",6,0.144779539466491,0.00648361761382721,0.138295921852663
