"rep","n_fit","baseline_min_sd","warm_status","warm_usable","warm_iter","warm_min_sd","warm_degenerate","runtime_minutes"
88,1583,0.00917218113010753,"hit_max",FALSE,100,0.00976711217863955,FALSE,2.59233993291855
81,1765,0.00913129745323145,"hit_max",FALSE,100,0.00955025823447237,FALSE,2.77731731732686
72,1593,0.0100187178429478,"hit_max",FALSE,100,3.06231052437892e-41,TRUE,2.65850896437963
4,1515,0.0168825588983144,"hit_max",FALSE,100,0.0140503245797048,FALSE,2.42990718285243
97,1966,0.00943945515860355,"hit_max",FALSE,100,5.40672113086197e-103,TRUE,4.30512361526489
